question,long_answer,short_answers
who scored the most goals in premier league season,N/A,['N/A']
when was the last time we had a budget passed,N/A,['N/A']
what did ted do to barney's sister,N/A,['N/A']
the first significant restriction on free immigration in u.s. history was the,N/A,['N/A']
who sang what condition my condition is in,N/A,['N/A']
when did the granite mountain hotshots get certified,N/A,['N/A']
who played the creature on jeepers creepers 3,N/A,['N/A']
yo come on move this shake that body,N/A,['N/A']
when was the last year the raiders won the superbowl,N/A,['N/A']
the combination of biotic and abiotic factors which may limit population increase is called,N/A,['N/A']
who played zoe hart on hart of dixie,N/A,['N/A']
who was the first english child born in north america,N/A,['N/A']
when did the word of wisdom become mandatory,N/A,['N/A']
mount everest is part of what mountain range,N/A,['N/A']
ray charles hit the road jack album name,N/A,['N/A']
who does the choreography for dancing with the stars,N/A,['N/A']
who wrote the first historical novel in bengali,N/A,['N/A']
what do the colors on chad's flag represent,N/A,['N/A']
who is the president of the republic of zambia,N/A,['N/A']
importance of continuous and comprehensive evaluation in mathematics,N/A,['N/A']
what channel is the disney channel on fios,N/A,['N/A']
where did the last name salgado come from,N/A,['N/A']
neil howe and william strauss from millennials rising,N/A,['N/A']
five finger death punch wrong side of heaven and the righteous side of hell,N/A,['N/A']
how often is there an election in canada,N/A,['N/A']
where was the salvation army's christmas collection kettle first introduced,N/A,['N/A']
what type of energy do satellites generally use to communicate with earth,N/A,['N/A']
how many episodes in season 2 of fargo,N/A,['N/A']
which came first the walking dead comic or show,N/A,['N/A']
who plays grace in the secret life of the american teenager,N/A,['N/A']
where do polar bears live and what's their habitat,N/A,['N/A']
what is the meaning of auv in cars,N/A,['N/A']
who played mr thatcher in when calls the heart,N/A,['N/A']
who sings the whiskey ain't workin anymore,N/A,['N/A']
for the first part of the country's history american foreign policy,N/A,['N/A']
how many games have the eagles lost this season,N/A,['N/A']
who died doing the luge in the olympics,N/A,['N/A']
what was the outcome of the famous 1954 case of brown v. board of education of topeka,N/A,['N/A']
who wrote and performed i can only imagine,N/A,['N/A']
why we do not have volcanoes at the eastern area of north america,N/A,['N/A']
when did the last state became a state,N/A,['N/A']
who became the new nation's first president and vice president,N/A,['N/A']
what is the packing factor of sic in that structure,N/A,['N/A']
someone who was born and raised in sweden,N/A,['N/A']
who sang rain drops keep falling on my head,N/A,['N/A']
what is the thickness of earth's inner core,N/A,['N/A']
when was laser eye surgery invented and for what purpose,N/A,['N/A']
who sings i want to rock and roll,N/A,['N/A']
in the united states the 401(k) plan or individual retirement account is a defined plan,N/A,['N/A']
what is the storyline of the movie shape of water,N/A,['N/A']
big data and the components of business intelligence,N/A,['N/A']
factors causing a shift in the demand curve,N/A,['N/A']
who has the most wins on around the horn,N/A,['N/A']
how many champions league trophies does arsenal have,N/A,['N/A']
who is the guy in the wheelchair in hannibal,N/A,['N/A']
when did holland change its name to the netherlands,N/A,['N/A']
where does a girl wear an engagement ring,N/A,['N/A']
what cities are in san joaquin county california,N/A,['N/A']
when does new japan pro wrestling come on,N/A,['N/A']
the sum of all numbers from 1 to infinity,N/A,['N/A']
the first element on the periodic table is,N/A,['N/A']
what does a director of a football club do,N/A,['N/A']
who owns the golden nugget casino in atlantic city,N/A,['N/A']
when was to god be the glory written,N/A,['N/A']
which of the following is contained in the nucleus of a eukaryotic cell,N/A,['N/A']
where is the oculus in new york city,N/A,['N/A']
who is considered the 'father' of the minicomputer,N/A,['N/A']
billy ocean when the going gets tough movie,N/A,['N/A']
who won the 30 man royal rumble match,N/A,['N/A']
who sings the final countdown in pitch perfect,N/A,['N/A']
who played smee in once upon a time,N/A,['N/A']
the french secular songs of the middle ages,N/A,['N/A']
what does disk cleanup mean on a computer,N/A,['N/A']
which honda cr v has 4 wheel drive,N/A,['N/A']
when was the last time a hurricane made landfall in the us,N/A,['N/A']
where is avon park florida on the map,N/A,['N/A']
what are the advantages or disadvantages of using pure tones in auditory research,N/A,['N/A']
where did maria work in west side story,N/A,['N/A']
where was the american horror story cult filmed,N/A,['N/A']
which is the largest great lake in north america,N/A,['N/A']
i'm just a kid my life is a nightmare,N/A,['N/A']
how long did it take voyager to reach pluto,N/A,['N/A']
during the first world war against which country germany did not fight,N/A,['N/A']
when is season 7 race to the edge coming out,N/A,['N/A']
how many countries in the world have scouts,N/A,['N/A']
india is the pivot of our empire meaning,N/A,['N/A']
during periods of high inflation the money supply typically has been,N/A,['N/A']
how many seasons of johnny bravo are there,N/A,['N/A']
nhl teams to not win the stanley cup,N/A,['N/A']
how many times have the golden state warriors been to the playoffs,N/A,['N/A']
where did city of brotherly love come from,N/A,['N/A']
in the conventional dichotic listening test of language lateralization on each trial,N/A,['N/A']
who's the guy in call me maybe,N/A,['N/A']
whats the distance between mars and the sun,N/A,['N/A']
who did the united states fight in the war of 1812,N/A,['N/A']
when does the new episodes of supernatural start,N/A,['N/A']
why was the plague that struck athens so devastating,N/A,['N/A']
who was it that described the structure of dna,N/A,['N/A']
what does shubin call the regulatory gene that controls the body segments,N/A,['N/A']
what does a heart rate of 131 mean,N/A,['N/A']
the 1848 discovery of gold in the sacramento valley led to all of the following except,N/A,['N/A']
the event marking the beginning of the renaissance period was,N/A,['N/A']
who sings for the beast in the new movie,N/A,['N/A']
when do students go back to school after mid winter break,N/A,['N/A']
what is the current rate of interest on ppf,N/A,['N/A']
what is the difference between pvc and pvdc,N/A,['N/A']
who was a patriot in the american revolution,N/A,['N/A']
what aircraft can you fly with a ppl,N/A,['N/A']
when is the fa cup semi-finals being played,N/A,['N/A']
where does the microchip go in a dog,N/A,['N/A']
where did the name cape town come from,N/A,['N/A']
whats the deal between north and south korea,N/A,['N/A']
list of division 1 high schools in ohio,N/A,['N/A']
civil war what did the north fight for,N/A,['N/A']
how many states have a cracker barrel restaurant,N/A,['N/A']
who wrote papa got a brand new bag,N/A,['N/A']
who sings mammas don't let your babies,N/A,['N/A']
how many seasons of jack taylor are on netflix,N/A,['N/A']
pop stars who have appeared in coronation street,N/A,['N/A']
when was national service abolished in the uk,N/A,['N/A']
privileges or immunities clause of the 14th amendment,N/A,['N/A']
who plays genie in ferris bueller's day off,N/A,['N/A']
who was the main character in their eyes were watching god,N/A,['N/A']
describe the various uses of forests to human beings,N/A,['N/A']
who has veto power in the national government,N/A,['N/A']
what does it mean to fuse the spine,N/A,['N/A']
who is the highest selling r&b artist of all time,N/A,['N/A']
a country having an island location and a country having continental location,N/A,['N/A']
who plays the girl in wreck it ralph,N/A,['N/A']
love is not love that alters when it alteration finds meaning,N/A,['N/A']
cuba is famous for which of the following industries,N/A,['N/A']
what olympic athlete has won the most medals,N/A,['N/A']
what movie is the song in the ghetto from,N/A,['N/A']
list all the planet of the ape movies,N/A,['N/A']
when is bring it season 5 episode 7 coming on,N/A,['N/A']
is harvard kennedy school part of harvard university,N/A,['N/A']
meaning of one ring to rule them all,N/A,['N/A']
what is the highest base on the ph scale,N/A,['N/A']
who sang if this world were mine with luther vandross,N/A,['N/A']
what grade was arnold from hey arnold in,N/A,['N/A']
who has the most rings in the nba right now 2017,N/A,['N/A']
when was the first wonder woman comic released,N/A,['N/A']
who is the writer of 50 shades of grey,N/A,['N/A']
when does synapsis of homologous chromosomes occur in mitosis,N/A,['N/A']
what is a serrated adenoma of the colon,N/A,['N/A']
what was the professors name in back to the future,N/A,['N/A']
when did the age of new media began,N/A,['N/A']
who sang it going to take a miracle,N/A,['N/A']
what the difference between high commissioner and ambassador,N/A,['N/A']
who does joey get a chance to work with in a movie,N/A,['N/A']
who has played at the half moon putney,N/A,['N/A']
when does law of diminishing returns set in,N/A,['N/A']
the legend of heroes trails in the sky the 3rd vita,N/A,['N/A']
where does the us launch space shuttles from,N/A,['N/A']
when did little house on the praire air,N/A,['N/A']
where did the peanut butter jelly time song come from,N/A,['N/A']
where does how i met your mother take place in nyc,N/A,['N/A']
what channel is u of a playing on,N/A,['N/A']
who was the drummer with the travelling wilburys,N/A,['N/A']
what was the actual year that the movie regarding the titans took place,N/A,['N/A']
when was the cleveland browns last winning game,N/A,['N/A']
types of constitution on the basis of origin,N/A,['N/A']
when does new model year start for cars,N/A,['N/A']
what is the purpose of a website kick starter,N/A,['N/A']
who is the first indian climber of mount everest,N/A,['N/A']
when is the figure skating part of the olympics,N/A,['N/A']
how many games does a team have to win for the world series,N/A,['N/A']
state the basic features of world wide web,N/A,['N/A']
what does a yellow 35 mph sign mean,N/A,['N/A']
who is the robot in lost in space 2018,N/A,['N/A']
how long is a prime minister term in uk,N/A,['N/A']
when was the letter j introduced to the alphabet,N/A,['N/A']
what is money as a medium of exchange,N/A,['N/A']
where do you kick a field goal from,N/A,['N/A']
who sings daylight come and me want to go home,N/A,['N/A']
when was the last time the boston red sox pitched a no-hitter,N/A,['N/A']
what is one note and how does it work,N/A,['N/A']
where does putting two fingers up come from,N/A,['N/A']
where is bruno from dancing with the stars,N/A,['N/A']
where did the name penny mustard come from,N/A,['N/A']
how many levels are there on the eiffel tower,N/A,['N/A']
where are the four disney theme parks located,N/A,['N/A']
when will fairy tail final season be released,N/A,['N/A']
when did somewhere over the rainbow come out,N/A,['N/A']
what were the article of confederation and what powers did they grant to congress,N/A,['N/A']
which layer of the osi model handles physical addressing,N/A,['N/A']
when does season 7 game of thrones dvd release,N/A,['N/A']
with reference to case law explain dismissal by operation of law in detail,N/A,['N/A']
when did hootie and the blowfish come out,N/A,['N/A']
arabic is the official language of which country,N/A,['N/A']
what is the dogs name in wizard of oz,N/A,['N/A']
how did the geography and resources of san diego california help it grow,N/A,['N/A']
what does the advent of behavioral modernity refer to,N/A,['N/A']
third president of the united states of america,N/A,['N/A']
what happened to lamont sanford on sanford and son,N/A,['N/A']
what's the medal count for canada in the olympics,N/A,['N/A']
you're the best thing that ever happened to me gladys knight and the pips,N/A,['N/A']
who was sold for 20 pieces of silver,N/A,['N/A']
when was the last easter fell on april 1,N/A,['N/A']
what does it mean to be pound for pound,N/A,['N/A']
who won nfl football coach of the year,N/A,['N/A']
who does the voice of fart in rick and morty,N/A,['N/A']
who abolished the monarchy and declared france a republic,N/A,['N/A']
location of the ten commandments in the bible,N/A,['N/A']
who is new prime minister of italy 2018,N/A,['N/A']
where was i can only imagine first sang,N/A,['N/A']
who is the best olympic gymnast of all time,N/A,['N/A']
who did the us share the oregon country with,N/A,['N/A']
how long was constantinople the center of the roman empire,N/A,['N/A']
when did rob dyrdek's fantasy factory end,N/A,['N/A']
what is the purpose of the national do not call registry,N/A,['N/A']
the rolling stones jump back the best of the rolling stones songs,N/A,['N/A']
roman god of the underworld also called orcus or pluto,N/A,['N/A']
where does the word seed come from in sports,N/A,['N/A']
how old was taylor lautner when he played in shark boy and lava girl,N/A,['N/A']
hamilton just what is it that makes today’s homes so different so appealing 1956,N/A,['N/A']
who won the first celebrity big brother on channel 5,N/A,['N/A']
cast of a nightmare on elm street 1984,N/A,['N/A']
african countries that begin with the letter a,N/A,['N/A']
who wrote jesus i my cross have taken,N/A,['N/A']
who is regarded as the founder of psychoanalysis,N/A,['N/A']
what do you do when you're branded song,N/A,['N/A']
where is apennines mountains located on a map,N/A,['N/A']
is the movie the accountant based on a book,N/A,['N/A']
who painted the ceiling of the paris opera house,N/A,['N/A']
how many championships did kobe win after shaq,N/A,['N/A']
do foreigners need a visa to visit puerto rico,N/A,['N/A']
who was the chief guest of 2014 republic day,N/A,['N/A']
name of volcano that erupted in iceland in 2010,N/A,['N/A']
where is the second largest mall in america,N/A,['N/A']
list of indian states by population growth rate,N/A,['N/A']
explain the most dangerous aspect of copy editing,N/A,['N/A']
i guess that's why they call it the blues covers,N/A,['N/A']
legends of tomorrow season 3 finale air date,N/A,['N/A']
i'm glad i'm not a kennedy,N/A,['N/A']
modern countries that were part of the persian empire,N/A,['N/A']
where is the meridian that is opposite the prime meridian located,N/A,['N/A']
in 1973 congress passed the war powers resolution to,N/A,['N/A']
where is the orinoco river located on a map,N/A,['N/A']
how did religion impact the history of santiago de compostela,N/A,['N/A']
what does it mean when your baby comes out feet first,N/A,['N/A']
what does zonia receive from reuben in the play,N/A,['N/A']
dynamin is associated with which type of vesicle,N/A,['N/A']
the simpsons all treehouse of horror full episodes,N/A,['N/A']
when did 10 digit dialing start in colorado,N/A,['N/A']
what happened to the homeless korean boy on korea's got talent,N/A,['N/A']
what is the multiplication sign on the computer,N/A,['N/A']
kings and queens of england in the 1900s,N/A,['N/A']
short notes on characters of merchant of venice,N/A,['N/A']
when did they stop making the nissan xterra,N/A,['N/A']
who played the nurse on andy griffith show,N/A,['N/A']
where can the legal scope of practice be found,N/A,['N/A']
where was the tv show in the heat of the night filmed,N/A,['N/A']
who sang the end of the world as we know it,N/A,['N/A']
what is the goal of the walking dead,N/A,['N/A']
which of the following was true about the great recession of 2008,N/A,['N/A']
donny and marie leaving it all up to you,N/A,['N/A']
who became the it company ceo in 2016,N/A,['N/A']
what countries can i go without a visa,N/A,['N/A']
religious toleration becomes the law in maryland answers,N/A,['N/A']
chromolithograph led to the ability to do all of the following except,N/A,['N/A']
who headed the 7th central pay commission of india,N/A,['N/A']
the herd with colin cowherd i heart radio,N/A,['N/A']
when did john steinbeck write of mice and me,N/A,['N/A']
what is the name of the birds that talk,N/A,['N/A']
how thick is the ice for olympic figure skating,N/A,['N/A']
south african spider with black and yellow legs,N/A,['N/A']
what types of cells go through binary fission,N/A,['N/A']
how has the power of the president changed over the years answers,N/A,['N/A']
which of the following statements about the shang dynasty’s system of writing is false,N/A,['N/A']
real name of daya in taarak mehta ka ooltah chashmah,N/A,['N/A']
who played charlie barosky on sons of anarchy,N/A,['N/A']
where would an l-head engine be found today,N/A,['N/A']
when did vat change from 17.5 to 20,N/A,['N/A']
what is the location at the end of minority report,N/A,['N/A']
where does florida natural orange juice come from,N/A,['N/A']
how many astronauts has nasa sent into space,N/A,['N/A']
the mechanism of action of amantadine in parkinson's a review,N/A,['N/A']
who is eliminated in big boss kannada 5,N/A,['N/A']
what was written on the walls of the king's chamber,N/A,['N/A']
meaning of the song we built this city,N/A,['N/A']
song tie a yellow ribbon round the old oak tree,N/A,['N/A']
who stars in beauty and the beast 2017,N/A,['N/A']
write any four characteristics of hormone in humans,N/A,['N/A']
where does the sciatic nerve run in the foot,N/A,['N/A']
which state does not fall under the direction of guwahati high court,N/A,['N/A']
which of the following led to the end of the neo sumerian empire,N/A,['N/A']
tempera is paint in which the vehicle is in,N/A,['N/A']
where does the saying to 86 something come from,N/A,['N/A']
what state courts can order a new trial,N/A,['N/A']
famous temple believed to be built out of gold by the moon god,N/A,['N/A']
what do cilia do in an animal cell,N/A,['N/A']
who has the most followers in the world on instagram,N/A,['N/A']
who used morse code in world war 2,N/A,['N/A']
the petals mentioned in pound's poem about the metro,N/A,['N/A']
orange is the new black episodes season 5,N/A,['N/A']
which of the following writers contributed to the harlem renaissance,N/A,['N/A']
where is pemberley filmed in pride and prejudice,N/A,['N/A']
who was the first person to successfully introduce a device exclusively designed for data processing,N/A,['N/A']
which episode of spongebob is the hash slinging slasher,N/A,['N/A']
where was the tv show high chaparral filmed,N/A,['N/A']
authorities involved in formulating accounting standard in india,N/A,['N/A']
did the movie rocky win any academy awards,N/A,['N/A']
who plays colin on young and the restless,N/A,['N/A']
what does the cell free dna test for,N/A,['N/A']
does the district of columbia have their own license plates,N/A,['N/A']
where is the deepest lake in the us located,N/A,['N/A']
list of things traded in the columbian exchange,N/A,['N/A']
what does the seven seas of rhye mean,N/A,['N/A']
when does the 2017 college football season end,N/A,['N/A']
when was the last time astros was in the world series,N/A,['N/A']
where do spontaneous first impressions of faces come from,N/A,['N/A']
who do you play as in dragon age origins,N/A,['N/A']
how far is the pitchers mound to home plate in little league baseball,N/A,['N/A']
who is the drummer for guns and roses,N/A,['N/A']
do you need a permit or license to own a gun in florida,N/A,['N/A']
who is argentina playing in the world cup,N/A,['N/A']
how many games does a football team have to win to be bowl eligible,N/A,['N/A']
name of the last part of harry potter,N/A,['N/A']
what is the name of the protease which is released in the stomach,N/A,['N/A']
the use of basso continuo was discontinued during the classical era because,N/A,['N/A']
who holds the record for most everest summits,N/A,['N/A']
is the reticular formation part of the hindbrain,N/A,['N/A']
george orwell the lion and the unicorn pdf,N/A,['N/A']
what is the prince of persia in the bible,N/A,['N/A']
when was australia ruled by the british empire,N/A,['N/A']
when were taxes implemented in the united states,N/A,['N/A']
what size engine does a 2005 honda civic have,N/A,['N/A']
list of republicans running for office in presidential election,N/A,['N/A']
what happened to toby in season 7 the office,N/A,['N/A']
what happened to western rome after it fell,N/A,['N/A']
list of fungi that cause disease in humans,N/A,['N/A']
v1 and v2 rockets in world war 2,N/A,['N/A']
how many indian astronauts have gone to space,N/A,['N/A']
where was because i could not stop for death published,N/A,['N/A']
are male and female praying mantis different colors,N/A,['N/A']
where can i travel with a ukrainian passport,N/A,['N/A']
who came out first batman or spider man,N/A,['N/A']
where is prokaryotic life found around hydrothermal vents,N/A,['N/A']
who does the vocals for feel it still,N/A,['N/A']
who sang heard it thru the grapevine first,N/A,['N/A']
the reciprocal lattice of an fcc crystal is,N/A,['N/A']
list of united states cities in alphabetical order,N/A,['N/A']
south african tree with thorns on the trunk,N/A,['N/A']
the agreement over how states would be represented in congress was known as,N/A,['N/A']
who made the nuclear model of an atom,N/A,['N/A']
match of the day goal of the month september 2017,N/A,['N/A']
where is the ucla usc game being played,N/A,['N/A']
what is the biggest dow losses in a day,N/A,['N/A']
when was the electronic funds transfer act signed into law,N/A,['N/A']
what is the job of a senator in the philippines,N/A,['N/A']
what happens at the end of where the wild things are,N/A,['N/A']
when did the first pokemon game come out,N/A,['N/A']
where did the last name bias come from,N/A,['N/A']
who is lost to the expedition while they are in drepanum,N/A,['N/A']
two components that jenkins is mainly integrated with,N/A,['N/A']
who does the voice of salem the cat,N/A,['N/A']
what is an example of an americanized mexican food created by tex-mex cuisine,N/A,['N/A']
who played joey's agent estelle on friends,N/A,['N/A']
when does the shape of water book come out,N/A,['N/A']
is there a book of james in the catholic bible,N/A,['N/A']
what channel is cbs sports on bell tv,N/A,['N/A']
the centers for medicare & medicaid services (cms,N/A,['N/A']
where does the heel toe polka come from,N/A,['N/A']
the vta and the substantia nigra are found in the which part of the brain,N/A,['N/A']
who is the girl in the it crowd,N/A,['N/A']
the hurry and the harm city and colour,N/A,['N/A']
who caused to build qutub minar in delhi,N/A,['N/A']
who is the minister of tourism in pakistan,N/A,['N/A']
when did the wall go up in east germany,N/A,['N/A']
winner of first series of great british bake off,N/A,['N/A']
where does the un security council get troops for military actions,N/A,['N/A']
who plays the voice of sulley in monsters inc,N/A,['N/A']
where does the phrase bee line come from,N/A,['N/A']
where does ba fly to in new zealand,N/A,['N/A']
who wrote trust and believe by keyshia cole,N/A,['N/A']
who dies at the end of den of thieves,N/A,['N/A']
who holds the most home runs in mlb history,N/A,['N/A']
who abandoned traditional harmony and created the twelve-tone system for composition,N/A,['N/A']
what domain has more individuals than all other domains combined do,N/A,['N/A']
who plays the judge in drop dead diva,N/A,['N/A']
who played the music producer in pitch perfect 2,N/A,['N/A']
when did the university of pennsylvania go coed,N/A,['N/A']
who won the last fight in million dollar baby,N/A,['N/A']
who plays lois's dad on family guy,N/A,['N/A']
upcoming story of tu sooraj me saanjh piya ji,N/A,['N/A']
what is the purpose of a continuing resolution,N/A,['N/A']
what is the number of basic units in the international system of units,N/A,['N/A']
who did tony booth play in coronation street,N/A,['N/A']
india top the world in production of which metal,N/A,['N/A']
when do england play cricket in the west indies,N/A,['N/A']
what is the meaning of veronica in english,N/A,['N/A']
when did krakow become the capital of poland,N/A,['N/A']
who had won the first grammy award for the best new artist,N/A,['N/A']
what is the purse for the senior open,N/A,['N/A']
where will the cricket world cup 2019 be held,N/A,['N/A']
what channel does thursday night football come on regular tv,N/A,['N/A']
where does the saying get out of dodge come from,N/A,['N/A']
who plays todd in scott pilgrim vs the world,N/A,['N/A']
when was looking for a sunset bird in winter written,N/A,['N/A']
what is the difference between sony xbr and kdl,N/A,['N/A']
who is the man in listen to what the man said,N/A,['N/A']
who is the chief economic advisor of india,N/A,['N/A']
where did the battle of marengo take place,N/A,['N/A']
who dies in the movie truth or dare,N/A,['N/A']
when did michael jordan return to the nba,N/A,['N/A']
last episode of two and a half charlie,N/A,['N/A']
when did slave to the rhythm come out,N/A,['N/A']
when does the second fallen movie come out,N/A,['N/A']
game of thrones season 7 number of episoded,N/A,['N/A']
who wins the final fight in real steel,N/A,['N/A']
who sings the wire season 5 theme song,N/A,['N/A']
what happened to lt dan in forrest gump,N/A,['N/A']
where do all the players have to be for the throw-off in team handball,N/A,['N/A']
where are the washington redskins based out of,N/A,['N/A']
when did the battle of bull run start,N/A,['N/A']
what aspect of ancient greece has had the greatest influence on the world,N/A,['N/A']
vishveshwarya institute of engineering and technology greater noida,N/A,['N/A']
who is playing halftime show super bowl 2018,N/A,['N/A']
new orleans rock and roll can be identified by what style characteristics,N/A,['N/A']
janet jackson some one to call my lover,N/A,['N/A']
european journal of work and organizational psychology ranking,N/A,['N/A']
avatar the last airbender season 3 episode 12,N/A,['N/A']
bob dylan song knocking on heaven's door,N/A,['N/A']
who sings oh what a night late december back in 63,N/A,['N/A']
who sings the christmas song mary did you know,N/A,['N/A']
all episodes of avatar the last airbender in order,N/A,['N/A']
where do long haired german shepherds come from,N/A,['N/A']
how many death stars are in star wars,N/A,['N/A']
grown ish season 1 episode 14 air date,N/A,['N/A']
who sings the song i feel it still,N/A,['N/A']
list of low level and high level languages,N/A,['N/A']
who produced the movie i can only imagine,N/A,['N/A']
guy at bar sings i will always love you,N/A,['N/A']
which note is middle c on a piano,N/A,['N/A']
what kind of dog is charkie from curious george,N/A,['N/A']
land between the lakes national recreation area dover tn,N/A,['N/A']
who plays the new mossad director on ncis,N/A,['N/A']
who sang wind beneath my wings from london's burning,N/A,['N/A']
who won the most gold metals in olympics,N/A,['N/A']
who published alexander and the terrible horrible no good very bad day,N/A,['N/A']
in most plants phototropism is thought to occur because,N/A,['N/A']
where is the hosts file located in windows 10,N/A,['N/A']
where does half life 2 episode 2 take place,N/A,['N/A']
from what perspective is the singer describing specific events in the song of what a wonderful world,N/A,['N/A']
where is im a celebrity get me outta here filmed,N/A,['N/A']
where is nuclear energy used most in the world,N/A,['N/A']
what norman leader won a military victory at the battle,N/A,['N/A']
current ministers of the federal republic of nigeria,N/A,['N/A']
when was the first super bowl the eagles ever won,N/A,['N/A']
how old was hercules in the disney movie,N/A,['N/A']
got the music in you baby tell me why lyrics,N/A,['N/A']
what is the name of the chief justice of ghana,N/A,['N/A']
where are the dairies that make bluebell ice cream,N/A,['N/A']
where does the highway of heroes start and end,N/A,['N/A']
when does the first one piece movie take place,N/A,['N/A']
where does london broil come from on a cow,N/A,['N/A']
where did spock's hand sign come from,N/A,['N/A']
where does the last name manuel come from,N/A,['N/A']
when is a liquid considered to be a very volatile liquid,N/A,['N/A']
baby talk episode how i met your mother,N/A,['N/A']
where do we see wave-cut platforms on oahu,N/A,['N/A']
what is the name of the theater where rocky likes to take ruth,N/A,['N/A']
various artists the secret of my success songs,N/A,['N/A']
how many songs can windows media player handle,N/A,['N/A']
who has won the most masters green jackets,N/A,['N/A']
what was the bloodiest period in the french revolution,N/A,['N/A']
william shakespeare sonnet 18 shall i compare thee to a summer's day,N/A,['N/A']
i don't want to live without you song,N/A,['N/A']
who runs the senate on a day to day basis,N/A,['N/A']
what is the latest edition of the intelligent investor,N/A,['N/A']
what goes on the bottom of shepherd's pie,N/A,['N/A']
when did the first junie b jones book come out,N/A,['N/A']
who is the actor that plays dr. sean murphy,N/A,['N/A']
when does season 13 of america's got talent premiere,N/A,['N/A']
who is the father of lucius in gladiator,N/A,['N/A']
who invented the submarine during the civil war,N/A,['N/A']
who's winning the election in virginia for governor,N/A,['N/A']
what part of speech is created when this suffix is added to a word ward,N/A,['N/A']
what is the formula for chromium(ii) sulfate,N/A,['N/A']
who sets the requirements of a single audit,N/A,['N/A']
when was the last time university of michigan won a national championship,N/A,['N/A']
who wrote got this feeling in my body,N/A,['N/A']
who was elected senator of illinois in 1858,N/A,['N/A']
when does the leeds festival lineup get announced,N/A,['N/A']
where is the university of wisconsin madison located,N/A,['N/A']
in texas how is the commissioner of insurance placed in office,N/A,['N/A']
who was born in the year of the pig,N/A,['N/A']
where is the word leviathan mentioned in the bible,N/A,['N/A']
who financed the building of the suez canal,N/A,['N/A']
who is main character in game of thrones,N/A,['N/A']
what was the date of the signing of the declaration of independence,N/A,['N/A']
in american history what was the purpose of the period known as reconstruction,N/A,['N/A']
who is considered to be the greatest english composer of the baroque period,N/A,['N/A']
who plays nathan's mother on general hospital,N/A,['N/A']
what system does the sec require companies to use when preparing financial statements,N/A,['N/A']
when did something in my heart come out,N/A,['N/A']
difference between an australian cattle dog and a blue heeler,N/A,['N/A']
where did the tradition of the pinata come from,N/A,['N/A']
who did university of miami play last week,N/A,['N/A']
all of the following are models of supported employment except,N/A,['N/A']
who are the actors in god is not dead,N/A,['N/A']
when did the united states became a nation,N/A,['N/A']
who sang fly high and let me go,N/A,['N/A']
who pkays rebeccas mother on this is us,N/A,['N/A']
who plays ivo on once upon a time,N/A,['N/A']
where was how to lose a guy in 10 days filmed,N/A,['N/A']
who got the most rings in the nba,N/A,['N/A']
what book of the bible is the song of solomon in,N/A,['N/A']
songs on 4 your eyez only j cole,N/A,['N/A']
what was the primary purpose of the bilingual education act in 1968,N/A,['N/A']
what is the longest river in the united states,N/A,['N/A']
does niagara falls belong to us or canada,N/A,['N/A']
show me a map of delaware and maryland,N/A,['N/A']
who said everyone will be famous for 15 minutes,N/A,['N/A']
who did dallas cowboys beat in the super bowl,N/A,['N/A']
what is the maxwell award in college football,N/A,['N/A']
when did the movie karate kid come out,N/A,['N/A']
who kept his wife in a pumpkin shell,N/A,['N/A']
what is the meaning of x girl friend,N/A,['N/A']
what happened to germany's leader after ww1,N/A,['N/A']
who sang in the new beauty and the beast,N/A,['N/A']
when is the met office leaving the bbc,N/A,['N/A']
i have small red veins on my legs,N/A,['N/A']
where does junior want to go to find hope,N/A,['N/A']
what is the weather like in antarctica in january,N/A,['N/A']
what is the difference between coleman fuel and unleaded gas,N/A,['N/A']
who does eric end up with in that 70s show,N/A,['N/A']
when was the first time the philadelphia eagles went to the superbowl,N/A,['N/A']
where does the great outdoors movie take place,N/A,['N/A']
when will notre dame played michigan state again,N/A,['N/A']
who rejected secret service protection after his election,N/A,['N/A']
types and causes of male and female infertility,N/A,['N/A']
this change from fins on the lobe finned fish,N/A,['N/A']
what is non controlling interest on balance sheet,N/A,['N/A']
how many episodes are in chicago fire season 4,N/A,['N/A']
when did the salvation army come to australia,N/A,['N/A']
who sings love will keep us alive by the eagles,N/A,['N/A']
give the name of that plane which is used to prepare rough surface for gluing,N/A,['N/A']
where did the last name keith come from,N/A,['N/A']
how many episodes in 1st season of the crown,N/A,['N/A']
who is the leader of the ontario pc party,N/A,['N/A']
nitty gritty dirt band fishin in the dark album,N/A,['N/A']
who were the three elves who got rings,N/A,['N/A']
in a client/server network a server provides services to other computers called clients,N/A,['N/A']
converting stereo signal to mono signal is called,N/A,['N/A']
what's the biggest shopping centre in the southern hemisphere,N/A,['N/A']
in order to prove disparate impact you first must establish,N/A,['N/A']
where do characters live in this is us,N/A,['N/A']
bank of new zealand v greenwood 1984 1 nzlr 525,N/A,['N/A']
who makes the decisions about what to produce in a market economy,N/A,['N/A']
haydn string quartet in g major op. 76 no. 3,N/A,['N/A']
when was the last time the carolina hurricanes made the playoffs,N/A,['N/A']
when is the new tappan zee bridge going to be finished,N/A,['N/A']
when was the hanging gardens of babylon completed,N/A,['N/A']
who plays max voice in a goofy movie,N/A,['N/A']
who recorded i can't help falling in love with you,N/A,['N/A']
who plays the doc in back to the future,N/A,['N/A']
when did they stop cigarette advertising on television,N/A,['N/A']
